,0
listdiff,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/array_ops.py
setdiff1d,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/array_ops.py
quantize_v2,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/array_ops.py
create_summary_file_writer,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/summary_ops_v2.py
py_func,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/script_ops.py
l2_normalize,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/nn_impl.py
clip_by_average_norm,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/clip_ops.py
count_up_to,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/state_ops.py
all_variables,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/variables.py
initialize_variables,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/variables.py
initialize_all_variables,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/variables.py
initialize_local_variables,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/variables.py
sparse_to_dense,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/sparse_ops.py
sparse_merge,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/sparse_ops.py
initialize_all_tables,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/lookup_ops.py
init,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/lookup_ops.py
sample_distorted_bounding_box,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/image_ops_impl.py
stateless_multinomial,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/stateless_random_ops.py
softmax_cross_entropy_with_logits_v2_helper,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/nn_ops.py
softmax_cross_entropy_with_logits,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/nn_ops.py
fractional_max_pool,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/nn_ops.py
fractional_avg_pool,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/nn_ops.py
disable_resource_variables,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/variable_scope.py
batch_scatter_update,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/state_ops.py
var_scope,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/template.py
to_float,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/math_ops.py
to_double,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/math_ops.py
to_int32,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/math_ops.py
to_int64,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/math_ops.py
to_bfloat16,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/math_ops.py
to_complex64,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/math_ops.py
to_complex128,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/math_ops.py
div,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/math_ops.py
sparse_average_precision_at_k,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/metrics_impl.py
sparse_precision_at_k,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/metrics_impl.py
create_partitioned_variables,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/partitioned_variables.py
multinomial,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/random_ops.py
Print,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/logging_ops.py
histogram_summary,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/logging_ops.py
image_summary,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/logging_ops.py
audio_summary,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/logging_ops.py
merge_summary,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/logging_ops.py
merge_all_summaries,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/logging_ops.py
scalar_summary,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/logging_ops.py
bidirectional_dynamic_rnn,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/rnn.py
dynamic_rnn,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/rnn.py
static_rnn,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/rnn.py
static_bidirectional_rnn,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/rnn.py
kl_divergence,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/distributions/kullback_leibler.py
cross_entropy,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/ops/distributions/kullback_leibler.py
set_stats_aggregator,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/data/experimental/ops/stats_ops.py
from_sparse_tensor_slices,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/data/ops/dataset_ops.py
shard,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/python/data/ops/dataset_ops.py
toco_convert,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/lite/python/convert.py
from_session,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/lite/python/lite.py
from_frozen_graph,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/lite/python/lite.py
from_saved_model,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/lite/python/lite.py
from_keras_model_file,/Users/nianliu/tensorflow/tensorflow-r1.13/tensorflow/lite/python/lite.py
